prostate,0.146118052,100,0.135625231,0.150100823,0.14432777,0.137728044,0.142861323,0.144126818,0.167695568,98,99,97,89,99,95,96
prostate,0.05874761,98,0.061602438,0.066075548,0.052686426,0.061609079,0.062613267,0.052568198,0.053609177,97,96,100,92,70,96,93
